,job title,company,region,skills required,is remote?,is fresher?
382,Data scientist,Funding Societies | Modalku Group,Remote in Bengaluru,Stat,Yes,NA
383,Data scientist,Equifax,Mumbai,Etl,No,NA
384,Data scientist,MSD,Pune,Dashboard,No,NA
385,Data scientist,NeGD,Delhi,,No,NA
386,Data scientist,Mercedes-Benz Research and Development India...,Bengaluru,,No,NA
387,Data scientist,FinAcPlus,Hyderabad,Data Mining,No,NA
388,Data scientist,NEAR,Bengaluru,,No,NA
389,Data scientist,NSIGHT Consulting Group Pvt Ltd,Remote in Gurgaon,,Yes,NA
390,Data scientist,Eoraa & Co.,New Delhi,Python,No,NA
391,Data scientist,Directi,Mumbai,,No,No
392,Data scientist,Ethnotech Academy,Bengaluru,"Python, Machine Learning, Deep Learning",No,Yes
393,Data scientist,Moody's,Bengaluru,,No,NA
394,Data scientist,Lilly,Bengaluru,Machine Learning,No,NA
395,Data scientist,Zessta,Hyderabad,Data Structure,No,NA
396,Data scientist,Cloudare Technologies Private Limited,Remote,,Yes,NA
397,Data scientist,Affine,Bengaluru,,No,NA
398,Data scientist,BOEING,Bengaluru,,No,NA
399,Data scientist,Assetmonk,India,Deployment,No,NA
400,Data scientist,Amex,Gurgaon,"Machine Learning, Stat",No,No
401,Data scientist,Perfect eLearning,Chennai,,No,No
402,Data scientist,Ockenden Investments PTE LTD.,Remote in Bengaluru,,Yes,NA
403,Data scientist,Accenture,Bengaluru,,No,NA
404,Data scientist,Cisco Systems,Bengaluru,,No,No
405,Data scientist,Fractal Analytics,Mumbai,Python,No,No
406,Data scientist,Juniper Networks,Bengaluru,,No,No
407,Data scientist,CloudMoyo,Pune,"Data Visualization, Big Data",No,No
408,Data scientist,Risk Management Solutions,Noida,,No,NA
409,Data scientist,Bosch Group,Bengaluru,,No,NA
410,Data scientist,Racanaa Energy,Bengaluru,Data Mining,No,No
411,Data scientist,Draup,Bengaluru,Machine Learning,No,NA
412,Data scientist,HP,Bengaluru,,No,NA
413,Data scientist,Persistent Systems,India,Python,No,No
414,Data scientist,NICE Systems,Pune,,No,NA
415,Data scientist,Accenture,Bengaluru,,No,No
416,Data scientist,CognitiveCare,Remote,,Yes,NA
417,Data scientist,Kanerika Software,Hyderabad,,No,NA
418,Data scientist,Bosch Group,Hyderabad,,No,No
419,Data scientist,Helius Technologies,India,,No,Yes
420,Data scientist,GSK,Bengaluru,,No,NA
421,Data scientist,Shri Vile Parle Kelavani Mandal,Mumbai,,No,No
422,Data scientist,Carrier,Hyderabad,,No,NA
423,Data scientist,Baker Hughes,Mumbai,,No,NA
424,Data scientist,UST,Hyderabad,,No,NA
425,Data scientist,InfoDriven Solutions Pvt. Ltd.,Delhi,,No,NA
426,Data scientist,NeoStats,Bengaluru,,No,No
427,Data scientist,Cogoport,Mumbai,,No,NA
428,Data scientist,Virtue Analytics,Lucknow,,No,NA
429,Data scientist,Hemas Enterprises Private Limited,Chennai,Data Mining,No,NA
430,Data scientist,The Modern Dimension,Bengaluru,"Machine Learning, Stat",No,NA
431,Data scientist,Parity InfoTech Solutions Pvt. Ltd.,Anand Vihar,,No,NA
432,Data scientist,Arista Networks,Pune,,No,NA
433,Data scientist,DISCO,Gurgaon, Sql ,No,NA
434,Data scientist,Philips,Hybrid remote in Pune,,Yes,NA
435,Data scientist,Travel Centric Technology,Bengaluru, Sql ,No,NA
436,Data scientist,Blackstraw,Chennai,"Data Visualization, Preprocessing",No,Yes
437,Data scientist,Modus ETP,Remote,,Yes,No
438,Data scientist,Boston Consulting Group,New Delhi,,No,No
439,Data scientist,TechieShubhdeep IT Solutions Pvt. Ltd,Gwalior,,No,NA
440,Data scientist,BNC,Pune,,No,NA
441,Data scientist,Kalpataru Computer Services,Mumbai,,No,No
442,Data scientist,Miracle Software Systems,India,,No,NA
443,Data scientist,Nexval Infotech,Kolkata,,No,No
